parent_cell,Adamts2,Adarb2,Agmat,Aqp4,Batf3,Bcl11b,Bcl6,Blnk,Calb1,Car12,Cartpt,Ccn2,Chat,Chodl,Chrna5,Col24a1,Cox6a2,Csf1r,Cspg4,Cux1,Cux2,Cxcl14,Deptor,Dkk3,Dlx1,Egln3,Egr2,Endou,Etv1,Fam84b,Fezf2,Flt1,Fos,Foxp2,Gad1,Gfap,Glra3,Gpx3,Hsd11b1,Htr3a,Id3,Inpp4b,Kit,Lamp5,Lhx6,Lpl,Ly6d,Man1a,Mog,Neurod1,Nfib,Nos1,Nr4a2,Nr5a1,Ntsr1,Nxph4,Obscn,Olig2,Oprk1,Otof,Pcp4,Pde1a,Pdgfra,Pdia5,Pecam1,Plp1,Pou3f2,Prox1,Ptgs2,Pthlh,Pvalb,Rasgrf2,Rbfox3,Reln,Rora,Rorb,Rspo1,Satb2,Scn7a,Scnn1a,Slc17a7,Slc17a8,Snap25,Sncg,Sox10,Spi1,Sst,Syt6,Tacr1,Tbata,Tbr1,Th,Tle4,Tox,Trem2,Trhr,Trib2,Tshz2,Vip,Wnt7b
13,0,0,1,1,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,5,0,11,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,9,1,0,0,0,2,2,0,0,0,0,1,10,0,2,0,0,1,0,0,45,1,53,0,0,0,1,1,0,1,1,0,1,0,0,0,1,10,0,0
14,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,18,13,1,20,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,14,0,0,0,1,0,2,8,0,0,0,0,0,1,0,0,0,0,10,1,0,0,1,6,4,3,0,0,7,13,1,4,9,13,16,0,0,74,0,165,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
15,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,22,1,1,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,11,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28,0,7,0,0,1,4,1,5,2,2,2,1,0,0,5,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
16,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3,0,19,0,3,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,1,0,4,0,5,0,0,0,0,0,4,0,9,4,0,0,0,0,15,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3
17,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,16,0,0,0,0,0,0,9,0,0,8,2,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,1,0,0,0,2,0,1,0,10,5,0,1,0,2,3,1,0,0,1,0,12,0,3,1,0,8,0,0,61,0,76,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0
18,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,3,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,12,5,1,6,0,10,0,0,0,0,1,0,1,0,0,1,4,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,2,0,0,0,0,15,0,0,2,0,18,0,0,0,7,3,0,0,0,2,12,0,4,1,0,15,0,0,89,0,55,0,14,0,0,0,0,0,2,0,2,1,0,0,1,5,0,1
20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,18,12,3,8,0,0,1,1,0,0,1,0,1,0,3,0,2,0,5,0,0,0,0,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,8,0,3,0,2,8,21,0,8,22,8,11,0,0,71,0,212,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,1
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,2,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,2,2,0,0,0,3,3,0,1,3,1,2,0,0,12,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,5,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,14,2,7,0,0,0,0,2,3,1,38,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,8,1,1,0,0,0,0,0,0,0,2,1,0,1,9,3,5,0,0,0,1,0,4,0,5,3,0,8,0,0,48,0,21,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,0,1
24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,2,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,22,1,0,0,0,7,5,26,8,0,2,0,1,0,0,2,0,0,0,0,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,19,9,0,0,0,0,6,3,0,0,0,0,12,2,3,1,0,12,0,0,50,0,155,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
26,1,1,0,12,2,1,5,0,8,0,0,1,0,0,0,0,0,1,0,11,16,25,0,13,1,0,0,0,1,0,0,0,1,0,1,5,3,1,2,0,3,0,0,57,0,0,0,5,0,3,9,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,2,0,0,28,13,0,5,6,0,18,0,0,74,0,117,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
27,0,1,0,0,0,16,39,0,1,0,0,0,0,0,0,0,0,0,0,3,0,8,2,18,1,3,0,0,32,10,47,6,1,0,1,0,0,0,1,0,1,0,0,51,0,0,0,0,0,3,21,0,1,0,2,0,0,0,0,0,13,30,0,0,1,8,23,1,0,0,2,1,29,0,6,1,1,37,0,0,111,0,256,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0
28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,20,3,1,5,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,7,9,0,6,9,3,10,0,0,27,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,3,0,0,0,13,2,2,0,0,0,0,11,0,1,0,0,11,0,0,25,0,34,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0
32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,19,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,13,6,0,0,0,3,1,1,0,0,0,0,14,0,0,0,0,4,0,0,49,0,83,0,0,0,0,5,0,1,1,0,2,0,0,0,0,1,0,0
33,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,3,0,8,11,15,0,8,0,0,0,0,1,0,0,21,0,0,1,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,8,5,3,0,0,0,0,1,10,0,4,2,2,4,0,0,21,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3
34,1,0,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,1,0,0,0,0,3,0,0,0,0,19,0,0,0,0,7,1,0,1,0,0,0,0,7,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,2,2,0,0,0,0,15,0,2,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,6,1,0,0,1,10,0,4,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,9,0,0,0,0,0,4,0,0,0,3,3,0,0,0,2,5,0,0,0,0,2,3,0,8,2,0,9,0,0,62,0,106,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2
36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,20,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,9,0,0,0,2,7,1,1,0,1,1,17,0,9,3,0,16,0,0,73,0,119,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
37,1,0,0,3,0,17,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,12,1,1,0,0,1,0,12,0,2,6,4,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,11,0,3,0,0,0,1,0,0,0,20,12,0,2,0,2,2,2,1,0,0,1,30,0,3,2,0,14,0,0,124,0,124,0,0,0,44,12,0,1,5,6,3,0,0,0,3,0,0,0
38,0,0,1,1,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,6,5,2,7,38,1,0,0,0,2,1,4,0,0,0,31,1,0,1,3,0,0,0,0,0,6,0,0,4,0,0,9,0,1,0,0,0,0,0,0,0,16,15,0,3,0,1,3,2,0,0,21,11,27,0,8,5,0,22,0,0,164,0,270,1,0,0,0,2,0,1,5,0,0,0,0,0,0,2,0,2
39,0,0,0,7,1,0,2,0,14,0,0,0,0,0,0,0,0,1,0,21,20,13,3,40,0,0,1,0,2,0,0,17,0,0,1,1,3,0,2,0,0,2,4,36,0,0,0,2,12,6,9,0,0,0,0,0,3,0,0,0,0,13,0,1,7,139,9,2,1,0,1,32,37,1,12,11,14,20,0,0,138,0,309,0,4,0,0,0,0,0,6,0,1,0,0,1,0,1,0,3
40,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,13,15,0,24,0,0,0,0,1,0,0,0,0,0,17,0,0,0,3,0,0,0,0,26,4,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,8,2,1,0,4,16,13,0,7,6,5,8,0,0,65,0,144,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
41,0,0,1,7,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,12,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,13,4,0,0,0,0,8,0,2,7,0,4,0,0,60,0,69,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
42,5,0,0,1,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,19,1,3,0,0,9,6,23,0,0,3,2,0,0,1,3,0,3,0,0,35,0,0,0,4,0,1,20,0,0,0,0,0,1,2,0,0,27,16,0,0,0,1,5,4,0,0,1,0,31,0,12,6,8,6,0,0,119,0,173,1,0,0,14,0,0,0,0,0,1,1,1,0,1,1,0,12
43,1,0,0,1,0,2,1,0,4,0,0,0,0,0,0,4,0,0,0,7,0,6,1,22,0,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,2,6,0,0,0,3,4,2,0,0,0,7,21,0,6,3,0,18,0,0,103,0,147,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1
44,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,0,0,1,2,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,11,0,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,11,0,0,0,0,0,1,0,0,0,6,4,0,0,0,7,4,1,0,0,0,0,8,0,1,0,0,3,0,0,40,0,64,0,0,0,0,8,0,1,5,0,0,0,0,0,0,0,0,3
46,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,10,18,8,0,15,0,0,0,0,0,0,0,18,0,0,0,1,0,0,1,0,1,0,0,42,1,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,8,0,5,2,0,7,1,1,0,1,30,14,3,2,3,0,9,0,0,61,0,169,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
47,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,2,0,6,0,0,0,0,9,0,22,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,19,2,0,1,0,1,2,1,0,0,1,1,9,0,3,4,0,3,0,0,50,1,92,0,0,0,0,0,0,1,4,1,1,1,0,1,1,22,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0,1,1,2,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,3,10,1,0,0,0,1,0,3,0,0,0,18,0,0,0,1,0,1,0,0,1,12,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,6,13,0,0,0,4,5,4,0,0,2,2,12,23,1,1,1,5,0,0,52,0,88,1,0,0,169,7,0,0,3,0,0,0,0,0,1,6,0,2
50,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,6,0,0,0,4,1,0,0,6,0,0,0,0,4,0,17,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,9,3,0,1,0,0,1,0,0,0,1,4,10,0,2,2,0,6,0,0,56,0,73,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,0,1
51,4,0,0,5,0,2,5,0,24,0,0,0,0,0,0,0,0,0,0,22,18,8,0,8,0,0,1,0,3,0,0,0,0,0,1,6,8,1,1,0,1,0,0,72,1,2,0,5,0,4,16,1,1,0,0,0,0,0,0,1,0,12,0,0,0,0,4,0,1,0,0,40,20,0,8,2,0,17,0,0,116,0,202,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1
52,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,0,0,0,0,12,0,5,10,11,5,0,0,36,0,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,1,0,0,0,3,4,3,0,0,0,1,12,0,1,0,0,7,0,0,68,0,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,1,0,0,1,8,0,0,0,6,5,0,0,0,6,0,0,0,0,1,0,4,0,1,0,0,2,0,0,63,0,51,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1
55,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,0,5,0,0,3,0,0,0,0,10,3,0,1,0,10,2,0,0,0,0,0,3,0,0,0,0,10,0,0,45,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
56,0,4,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,3,12,16,33,5,2,15,0,0,1,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,33,0,3,0,1,0,0,15,1,2,0,0,0,0,12,0,3,0,13,31,0,0,1,14,1,11,0,0,34,17,0,7,3,1,18,0,0,104,0,206,0,13,0,45,0,0,0,0,0,3,0,0,0,1,1,0,0
57,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,15,3,0,9,0,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,2,0,0,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,2,0,0,0,0,19,11,3,2,4,0,7,0,0,70,0,69,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,6,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,1,1,0,0,0,0,16,0,0,1,0,15,0,0,59,0,85,0,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,1
59,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,2,7,0,0,0,0,6,0,5,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,0,2,0,0,7,0,0,0,0,0,1,0,0,0,3,9,0,0,0,2,2,0,0,0,0,2,6,0,9,8,1,11,0,0,70,0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
60,0,0,1,3,0,14,11,1,2,0,0,1,0,0,0,0,1,0,0,0,0,11,3,15,0,2,0,0,6,8,36,0,1,0,1,1,0,0,1,0,0,0,0,25,0,0,0,4,0,0,14,0,2,0,1,0,1,0,0,0,21,15,0,0,0,3,11,4,0,0,3,1,23,0,6,3,11,3,0,0,107,0,149,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
61,0,0,2,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0,1,0,0,0,0,18,13,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32,3,0,0,0,4,17,8,0,3,0,0,0,0,0,1,0,26,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,0,1,2,22,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,6,16,35,2,17,0,0,0,0,1,0,3,0,0,0,1,9,1,0,3,2,11,0,1,9,0,0,0,0,0,1,18,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,11,1,0,0,0,6,10,0,2,15,0,3,0,0,43,0,28,1,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,2
63,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,0,1,4,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,30,0,6,0,0,7,0,0,0,0,22,6,0,5,0,4,1,1,0,0,0,0,19,0,2,0,0,19,0,0,102,0,73,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0
